,Year,Country,Population,Gas consumption,Coal consumption,Oil consumption,FossilFuelGrowth,CoalGrowth,GasGrowth,OilGrowth,AverageTemperature,AverageTemperatureUncertainty,TempMinus1,TempMinus2,TempMinus5,Gas cumsum,Coal cumsum,Oil cumsum,Latitude,Longitude,x,y,z
331,2005,Chile,16180000.0,8342000000.0,4570000.0,15820000.0,1.71,-0.653,-3.073,5.436,9.891833,0.28425,10.205833,10.078417,9.564083,80009800000.0,85072000.0,268051000.0,-30.0,-71.0,-0.04766720386783316,-0.1467015591868208,0.9880316240928618
332,2006,Chile,16350000.0,7452000000.0,5725000.0,16150000.0,17.894,7.968,-6.794,16.72,10.174,0.34041667,9.891833,10.205833,9.819667,87461800000.0,90797000.0,284201000.0,-30.0,-71.0,-0.04766720386783316,-0.1467015591868208,0.9880316240928618
333,2007,Chile,16530000.0,4448000000.0,5748000.0,20410000.0,20.778,7.483,-34.602,47.898,9.489917,0.30791667,10.174,9.891833,9.742416,91909800000.0,96545000.0,304611000.0,-30.0,-71.0,-0.04766720386783316,-0.1467015591868208,0.9880316240928618
334,2008,Chile,16710000.0,2752000000.0,7270000.0,21450000.0,-10.447,3.296,-22.03,8.287,10.1625,0.32233334,9.489917,10.174,10.078417,94661800000.0,103815000.0,326061000.0,-30.0,-71.0,-0.04766720386783316,-0.1467015591868208,0.9880316240928618
335,2009,Chile,16890000.0,3252000000.0,6649000.0,20230000.0,-9.291,-4.36,0.298,-5.229,9.994416,0.28191668,10.1625,9.489917,10.205833,97913800000.0,110464000.0,346291000.0,-30.0,-71.0,-0.04766720386783316,-0.1467015591868208,0.9880316240928618
336,2010,Chile,17060000.0,5297000000.0,8435000.0,18720000.0,10.29,5.772000000000001,29.448,-24.93,9.712833,0.34,9.994416,10.1625,9.891833,103210800000.0,118899000.0,365011000.0,-30.0,-71.0,-0.04766720386783316,-0.1467015591868208,0.9880316240928618
337,2011,Chile,17230000.0,5704000000.0,9559000.0,19280000.0,33.449,14.757,0.968,17.724,10.03225,0.32225,9.712833,9.994416,10.174,108914800000.0,128458000.0,384291000.0,-30.0,-71.0,-0.04766720386783316,-0.1467015591868208,0.9880316240928618
338,2012,Chile,17400000.0,4882000000.0,10980000.0,19280000.0,5.736,11.112,-5.357,-0.019,10.272583,0.38458332,10.03225,9.712833,9.489917,113796800000.0,139438000.0,403571000.0,-30.0,-71.0,-0.04766720386783316,-0.1467015591868208,0.9880316240928618
339,2013,Chile,17570000.0,4891000000.0,12520000.0,19710000.0,2.428,9.689,0.117,-7.378,9.877375,0.393875,10.272583,10.03225,10.1625,118687800000.0,151958000.0,423281000.0,-30.0,-71.0,-0.04766720386783316,-0.1467015591868208,0.9880316240928618
340,1980,China,1000000000.0,14300000000.0,615800000.0,112700000.0,66.317,136.314,-2.419,-67.579,6.9500833,0.14391667,,,,14300000000.0,615800000.0,112700000.0,35.0,105.0,0.2177528145410158,0.8770651704991003,-0.428182669496151
341,1981,China,1014000000.0,12740000000.0,617000000.0,107800000.0,-85.55900000000001,-18.824,-15.42,-51.315,6.926417,0.19175,6.9500833,,,27040000000.0,1232800000.0,220500000.0,35.0,105.0,0.2177528145410158,0.8770651704991003,-0.428182669496151
342,1982,China,1028000000.0,10790000000.0,662100000.0,106700000.0,186.992,204.643,-8.164,-9.488,7.1497498,0.17508334,6.926417,6.9500833,,37830000000.0,1894900000.0,327200000.0,35.0,105.0,0.2177528145410158,0.8770651704991003,-0.428182669496151
343,1983,China,1042000000.0,12210000000.0,710100000.0,108800000.0,287.981,264.167,2.8220000000000005,20.992,6.925083,0.1855,7.1497498,6.926417,,50040000000.0,2605000000.0,436000000.0,35.0,105.0,0.2177528145410158,0.8770651704991003,-0.428182669496151
344,1984,China,1058000000.0,12400000000.0,784800000.0,111000000.0,387.365,349.262,2.217,35.885,6.5179167,0.17591667,6.925083,7.1497498,,62440000000.0,3389800000.0,547000000.0,35.0,105.0,0.2177528145410158,0.8770651704991003,-0.428182669496151
345,1985,China,1076000000.0,12940000000.0,827000000.0,117500000.0,450.501,397.998,5.039,47.463,6.74025,0.19783333,6.5179167,6.925083,6.9500833,75380000000.0,4216800000.0,664500000.0,35.0,105.0,0.2177528145410158,0.8770651704991003,-0.428182669496151
346,1986,China,1095000000.0,13710000000.0,851500000.0,119400000.0,290.84,215.16,8.365,67.315,6.870167,0.18625,6.74025,6.5179167,6.926417,89090000000.0,5068300000.0,783900000.0,35.0,105.0,0.2177528145410158,0.8770651704991003,-0.428182669496151
347,1987,China,1116000000.0,13990000000.0,900200000.0,125500000.0,492.61,420.818,1.31,70.482,7.249,0.15875,6.870167,6.74025,7.1497498,103080000000.0,5968500000.0,909400000.0,35.0,105.0,0.2177528145410158,0.8770651704991003,-0.428182669496151
348,1988,China,1138000000.0,14240000000.0,962900000.0,134400000.0,492.258,398.982,3.729000000000001,89.54699999999998,7.2208333,0.17558333,7.249,6.870167,6.925083,117320000000.0,6931400000.0,1043800000.0,35.0,105.0,0.2177528145410158,0.8770651704991003,-0.428182669496151
349,1989,China,1158000000.0,14300000000.0,952400000.0,140300000.0,344.199,275.678,7.952000000000001,60.568000000000005,7.23975,0.20316666,7.2208333,7.249,6.5179167,131620000000.0,7883800000.0,1184100000.0,35.0,105.0,0.2177528145410158,0.8770651704991003,-0.428182669496151
350,1990,China,1177000000.0,14000000000.0,958600000.0,135100000.0,78.522,87.615,2.51,-11.602,7.636,0.1845,7.23975,7.2208333,6.74025,145620000000.0,8842400000.0,1319200000.0,35.0,105.0,0.2177528145410158,0.8770651704991003,-0.428182669496151
351,1991,China,1193000000.0,14480000000.0,964700000.0,141200000.0,408.9460000000001,298.911,1.935,108.09999999999998,7.0971665,0.15558334,7.636,7.23975,6.870167,160100000000.0,9807100000.0,1460400000.0,35.0,105.0,0.2177528145410158,0.8770651704991003,-0.428182669496151
352,1992,China,1207000000.0,14640000000.0,998100000.0,156400000.0,427.307,298.07,3.024,126.214,6.8584166,0.19825,7.0971665,7.636,7.249,174740000000.0,10805200000.0,1616800000.0,35.0,105.0,0.2177528145410158,0.8770651704991003,-0.428182669496151
353,1993,China,1219000000.0,15320000000.0,1066000000.0,173800000.0,613.475,438.86,9.827,164.788,6.9194164,0.17266667,6.8584166,7.0971665,7.2208333,190060000000.0,11871200000.0,1790600000.0,35.0,105.0,0.2177528145410158,0.8770651704991003,-0.428182669496151
354,1994,China,1230000000.0,16140000000.0,1147000000.0,185400000.0,502.764,471.311,8.002,23.451000000000004,7.496,0.18458334,6.9194164,6.8584166,7.23975,206200000000.0,13018200000.0,1976000000.0,35.0,105.0,0.2177528145410158,0.8770651704991003,-0.428182669496151
355,1995,China,1241000000.0,16470000000.0,1246000000.0,197100000.0,243.057,95.183,1.824,146.05,7.211583,0.15808333,7.496,6.9194164,7.636,222670000000.0,14264200000.0,2173100000.0,35.0,105.0,0.2177528145410158,0.8770651704991003,-0.428182669496151
356,1996,China,1252000000.0,18300000000.0,1284000000.0,220500000.0,549.806,358.539,8.567,182.7,6.962667,0.15525,7.211583,7.496,7.0971665,240970000000.0,15548200000.0,2393600000.0,35.0,105.0,0.2177528145410158,0.8770651704991003,-0.428182669496151
357,1997,China,1262000000.0,19750000000.0,1212000000.0,211200000.0,37.552,-163.477,10.623,190.40600000000003,7.3673334,0.16383334,6.962667,7.211583,6.8584166,260720000000.0,16760200000.0,2604800000.0,35.0,105.0,0.2177528145410158,0.8770651704991003,-0.428182669496151
358,1998,China,1272000000.0,20520000000.0,1211000000.0,239100000.0,8.082,-60.196,6.178,62.1,8.051833,0.13641667,7.3673334,6.962667,6.9194164,281240000000.0,17971200000.0,2843900000.0,35.0,105.0,0.2177528145410158,0.8770651704991003,-0.428182669496151
359,1999,China,1282000000.0,22160000000.0,1249000000.0,253100000.0,389.579,227.316,12.467,149.795,7.84025,0.151,8.051833,7.3673334,7.496,303400000000.0,19220200000.0,3097000000.0,35.0,105.0,0.2177528145410158,0.8770651704991003,-0.428182669496151
360,2000,China,1291000000.0,25560000000.0,1331000000.0,272300000.0,318.668,112.37399999999998,30.327,175.968,7.2380834,0.17558333,7.84025,8.051833,7.211583,328960000000.0,20551200000.0,3369300000.0,35.0,105.0,0.2177528145410158,0.8770651704991003,-0.428182669496151
361,2001,China,1299000000.0,27590000000.0,1383000000.0,279600000.0,513.58,424.349,29.5,59.731,7.5964165,0.17425,7.2380834,7.84025,6.962667,356550000000.0,21934200000.0,3648900000.0,35.0,105.0,0.2177528145410158,0.8770651704991003,-0.428182669496151
362,2002,China,1307000000.0,30060000000.0,1478000000.0,302600000.0,1066.522,831.703,17.678,217.141,7.7956667,0.16883333,7.5964165,7.2380834,7.3673334,386610000000.0,23412200000.0,3951500000.0,35.0,105.0,0.2177528145410158,0.8770651704991003,-0.428182669496151
363,2003,China,1315000000.0,32380000000.0,1752000000.0,336000000.0,2196.731,1815.602,47.612,333.516,7.5220003,0.21783334,7.7956667,7.5964165,8.051833,418990000000.0,25164200000.0,4287500000.0,35.0,105.0,0.2177528145410158,0.8770651704991003,-0.428182669496151
364,2004,China,1323000000.0,38240000000.0,2122000000.0,395000000.0,2478.863,1872.223,58.092000000000006,548.548,7.71275,0.19625,7.5220003,7.7956667,7.84025,457230000000.0,27286200000.0,4682500000.0,35.0,105.0,0.2177528145410158,0.8770651704991003,-0.428182669496151
365,2005,China,1331000000.0,46860000000.0,2434000000.0,404800000.0,2386.442,2249.828,69.911,66.703,7.4135003,0.169,7.71275,7.5220003,7.2380834,504090000000.0,29720200000.0,5087300000.0,35.0,105.0,0.2177528145410158,0.8770651704991003,-0.428182669496151
366,2006,China,1338000000.0,56450000000.0,2706000000.0,435100000.0,1909.564,1513.277,108.087,288.2,7.948,0.18975,7.4135003,7.71275,7.5964165,560540000000.0,32426200000.0,5522400000.0,35.0,105.0,0.2177528145410158,0.8770651704991003,-0.428182669496151
367,2007,China,1346000000.0,70520000000.0,2904000000.0,460100000.0,1844.542,1505.532,132.942,206.068,8.12675,0.13575,7.948,7.4135003,7.7956667,631060000000.0,35330200000.0,5982500000.0,35.0,105.0,0.2177528145410158,0.8770651704991003,-0.428182669496151
368,2008,China,1354000000.0,77190000000.0,3006000000.0,467000000.0,488.646,292.008,108.55,88.08800000000001,7.5660834,0.17116667,8.12675,7.948,7.5220003,708250000000.0,38336200000.0,6449500000.0,35.0,105.0,0.2177528145410158,0.8770651704991003,-0.428182669496151
369,2009,China,1361000000.0,88510000000.0,3247000000.0,493400000.0,1140.783,889.681,82.911,168.19,7.8095,0.16908333,7.5660834,8.12675,7.71275,796760000000.0,41583200000.0,6942900000.0,35.0,105.0,0.2177528145410158,0.8770651704991003,-0.428182669496151
370,2010,China,1369000000.0,106700000000.0,3615000000.0,533200000.0,1559.4000000000003,734.6749999999998,186.5,638.225,7.5484166,0.19366667,7.8095,7.5660834,7.4135003,903460000000.0,45198200000.0,7476100000.0,35.0,105.0,0.2177528145410158,0.8770651704991003,-0.428182669496151
371,2011,China,1376000000.0,130900000000.0,3993000000.0,562500000.0,2256.202,1801.531,262.888,191.783,7.3570833,0.18233334,7.5484166,7.8095,7.948,1034360000000.0,49191200000.0,8038600000.0,35.0,105.0,0.2177528145410158,0.8770651704991003,-0.428182669496151
372,2012,China,1384000000.0,143700000000.0,4225000000.0,590600000.0,699.468,278.429,157.147,263.892,7.0770836,0.26325,7.3570833,7.5484166,8.12675,1178060000000.0,53416200000.0,8629200000.0,35.0,105.0,0.2177528145410158,0.8770651704991003,-0.428182669496151
373,2013,China,1392000000.0,163100000000.0,4294000000.0,626000000.0,941.796,480.086,210.01,251.7,9.295,0.261625,7.0770836,7.3570833,7.5660834,1341160000000.0,57710200000.0,9255200000.0,35.0,105.0,0.2177528145410158,0.8770651704991003,-0.428182669496151
374,1980,Colombia,26900000.0,2804000000.0,3834000.0,9349000.0,-0.207,1.315,2.65,-4.172,25.43275,0.1825,,,,2804000000.0,3834000.0,9349000.0,4.0,-72.0,0.6322371768017992,0.16591002189555548,-0.7568024953079282
375,1981,Colombia,27500000.0,3002000000.0,3839000.0,9523000.0,4.961,0.533,2.263,2.165,25.1445,0.26058334,25.43275,,,5806000000.0,7673000.0,18872000.0,4.0,-72.0,0.6322371768017992,0.16591002189555548,-0.7568024953079282
376,1982,Colombia,28100000.0,3002000000.0,3736000.0,9756000.0,5.938,1.188,2.397,2.353,25.191084,0.25108334,25.1445,25.43275,,8808000000.0,11409000.0,28628000.0,4.0,-72.0,0.6322371768017992,0.16591002189555548,-0.7568024953079282
377,1983,Colombia,28710000.0,2889000000.0,3835000.0,9988000.0,9.788,3.0660000000000003,3.529,3.1940000000000004,25.63475,0.22283334,25.191084,25.1445,,11697000000.0,15244000.0,38616000.0,4.0,-72.0,0.6322371768017992,0.16591002189555548,-0.7568024953079282
378,1984,Colombia,29330000.0,4050000000.0,3996000.0,10100000.0,0.582,1.359,-0.254,-0.523,24.883667,0.26,25.63475,25.191084,,15747000000.0,19240000.0,48716000.0,4.0,-72.0,0.6322371768017992,0.16591002189555548,-0.7568024953079282
379,1985,Colombia,29950000.0,4078000000.0,4430000.0,9930000.0,4.858,1.081,0.127,3.65,25.012667,0.25425,24.883667,25.63475,25.43275,19825000000.0,23670000.0,58646000.0,4.0,-72.0,0.6322371768017992,0.16591002189555548,-0.7568024953079282
380,1986,Colombia,30570000.0,4078000000.0,4691000.0,9959000.0,-0.7520000000000001,-0.446,0.639,-0.944,25.013083,0.29458332,25.012667,24.883667,25.1445,23903000000.0,28361000.0,68605000.0,4.0,-72.0,0.6322371768017992,0.16591002189555548,-0.7568024953079282
381,1987,Colombia,31200000.0,3965000000.0,4984000.0,10710000.0,14.789,9.026,0.566,5.198,25.6325,0.2515,25.013083,25.012667,25.191084,27868000000.0,33345000.0,79315000.0,4.0,-72.0,0.6322371768017992,0.16591002189555548,-0.7568024953079282
382,1988,Colombia,31820000.0,4135000000.0,4764000.0,11470000.0,-3.372,-8.92,0.142,5.406,25.213417,0.25625,25.6325,25.013083,25.63475,32003000000.0,38109000.0,90785000.0,4.0,-72.0,0.6322371768017992,0.16591002189555548,-0.7568024953079282
383,1989,Colombia,32460000.0,4135000000.0,5211000.0,12090000.0,6.806,5.579,-1.719,2.946,24.863583,0.24374999,25.213417,25.6325,24.883667,36138000000.0,43320000.0,102875000.0,4.0,-72.0,0.6322371768017992,0.16591002189555548,-0.7568024953079282
384,1990,Colombia,33100000.0,4276000000.0,5501000.0,11400000.0,-19.084,-22.171000000000003,1.361,1.727,25.219166,0.29616666,24.863583,25.213417,25.012667,40414000000.0,48821000.0,114275000.0,4.0,-72.0,0.6322371768017992,0.16591002189555548,-0.7568024953079282
385,1991,Colombia,33760000.0,4390000000.0,4947000.0,11890000.0,8.907,4.787,1.163,2.9569999999999994,25.341833,0.23516667,25.219166,24.863583,25.013083,44804000000.0,53768000.0,126165000.0,4.0,-72.0,0.6322371768017992,0.16591002189555548,-0.7568024953079282
386,1992,Colombia,34420000.0,4271000000.0,5561000.0,13320000.0,26.706,15.717999999999998,-0.617,11.604,25.533583,0.32441667,25.341833,25.219166,25.6325,49075000000.0,59329000.0,139485000.0,4.0,-72.0,0.6322371768017992,0.16591002189555548,-0.7568024953079282
387,1993,Colombia,35090000.0,4446000000.0,5715000.0,13980000.0,11.439,1.895,1.4509999999999998,8.093,25.206417,0.29983333,25.533583,25.341833,25.213417,53521000000.0,65044000.0,153465000.0,4.0,-72.0,0.6322371768017992,0.16591002189555548,-0.7568024953079282
388,1994,Colombia,35760000.0,4601000000.0,5476000.0,14270000.0,9.912,5.925999999999999,-0.42,4.406,25.162416,0.2685,25.206417,25.533583,24.863583,58122000000.0,70520000.0,167735000.0,4.0,-72.0,0.6322371768017992,0.16591002189555548,-0.7568024953079282
389,1995,Colombia,36420000.0,4550000000.0,5552000.0,14560000.0,5.017,-4.932,2.476,7.472,25.492834,0.25633332,25.162416,25.206417,25.219166,62672000000.0,76072000.0,182295000.0,4.0,-72.0,0.6322371768017992,0.16591002189555548,-0.7568024953079282
390,1996,Colombia,37080000.0,4741000000.0,4806000.0,16200000.0,-0.96,-9.436,3.63,4.846,25.149916,0.22783333,25.492834,25.162416,25.341833,67413000000.0,80878000.0,198495000.0,4.0,-72.0,0.6322371768017992,0.16591002189555548,-0.7568024953079282
391,1997,Colombia,37720000.0,5971000000.0,5069000.0,16640000.0,20.275,6.0,11.637,2.638,25.58,0.26683334,25.149916,25.492834,25.533583,73384000000.0,85947000.0,215135000.0,4.0,-72.0,0.6322371768017992,0.16591002189555548,-0.7568024953079282
392,1998,Colombia,38360000.0,6261000000.0,5270000.0,16780000.0,3.771,-1.888,9.146,-3.488,25.879166,0.22625,25.58,25.149916,25.206417,79645000000.0,91217000.0,231915000.0,4.0,-72.0,0.6322371768017992,0.16591002189555548,-0.7568024953079282
393,1999,Colombia,39000000.0,5181000000.0,4484000.0,16140000.0,-33.533,-7.381,-8.977,-17.175,24.870667,0.2325,25.879166,25.58,25.162416,84826000000.0,95701000.0,248055000.0,4.0,-72.0,0.6322371768017992,0.16591002189555548,-0.7568024953079282
394,2000,Colombia,39630000.0,5701000000.0,4460000.0,16340000.0,-0.156,2.166,0.449,-2.7709999999999995,25.030167,0.249,24.870667,25.879166,25.492834,90527000000.0,100161000.0,264395000.0,4.0,-72.0,0.6322371768017992,0.16591002189555548,-0.7568024953079282
395,2001,Colombia,40260000.0,6091000000.0,4522000.0,15890000.0,-6.64,-0.4789999999999999,2.032,-8.192,25.411917,0.28608334,25.030167,24.870667,25.149916,96618000000.0,104683000.0,280285000.0,4.0,-72.0,0.6322371768017992,0.16591002189555548,-0.7568024953079282
396,2002,Colombia,40880000.0,6161000000.0,4194000.0,15800000.0,-6.947,-5.497,0.597,-2.047,25.570751,0.26133335,25.411917,25.030167,25.58,102779000000.0,108877000.0,296085000.0,4.0,-72.0,0.6322371768017992,0.16591002189555548,-0.7568024953079282
397,2003,Colombia,41480000.0,6091000000.0,4448000.0,15490000.0,5.211,2.763,-2.487,4.935,25.655333,0.28891668,25.570751,25.411917,25.879166,108870000000.0,113325000.0,311575000.0,4.0,-72.0,0.6322371768017992,0.16591002189555548,-0.7568024953079282
398,2004,Colombia,42080000.0,6361000000.0,3582000.0,16370000.0,0.25,-3.526,3.848,-0.072,25.553917,0.24433333,25.655333,25.570751,24.870667,115231000000.0,116907000.0,327945000.0,4.0,-72.0,0.6322371768017992,0.16591002189555548,-0.7568024953079282
399,2005,Colombia,42650000.0,6671000000.0,3950000.0,15900000.0,-1.189,-9.136,3.115,4.832,25.670834,0.235,25.553917,25.655333,25.030167,121902000000.0,120857000.0,343845000.0,4.0,-72.0,0.6322371768017992,0.16591002189555548,-0.7568024953079282
400,2006,Colombia,43200000.0,7221000000.0,3464000.0,16530000.0,30.196,28.768,3.183,-1.755,25.476583,0.27108333,25.670834,25.553917,25.411917,129123000000.0,124321000.0,360375000.0,4.0,-72.0,0.6322371768017992,0.16591002189555548,-0.7568024953079282
401,2007,Colombia,43740000.0,7541000000.0,4167000.0,15660000.0,-2.453,-5.298,3.97,-1.124,25.494,0.21775,25.476583,25.670834,25.570751,136664000000.0,128488000.0,376035000.0,4.0,-72.0,0.6322371768017992,0.16591002189555548,-0.7568024953079282
402,2008,Colombia,44250000.0,7501000000.0,2766000.0,15920000.0,24.347,12.61,1.135,10.602,25.153917,0.24825,25.494,25.476583,25.655333,144165000000.0,131254000.0,391955000.0,4.0,-72.0,0.6322371768017992,0.16591002189555548,-0.7568024953079282
403,2009,Colombia,44750000.0,8691000000.0,3623000.0,15060000.0,-4.512,-4.141,11.042,-11.413000000000002,25.618334,0.27166668,25.153917,25.494,25.553917,152856000000.0,134877000.0,407015000.0,4.0,-72.0,0.6322371768017992,0.16591002189555548,-0.7568024953079282
404,2010,Colombia,45220000.0,9081000000.0,3533000.0,15590000.0,27.048,8.407,3.658,14.984,25.687666,0.28308332,25.618334,25.153917,25.670834,161937000000.0,138410000.0,422605000.0,4.0,-72.0,0.6322371768017992,0.16591002189555548,-0.7568024953079282
405,2011,Colombia,45660000.0,8841000000.0,4499000.0,17840000.0,-2.436,-10.641,-2.302,10.507,25.246916,0.26891667,25.687666,25.618334,25.476583,170778000000.0,142909000.0,440445000.0,4.0,-72.0,0.6322371768017992,0.16591002189555548,-0.7568024953079282
406,2012,Colombia,46080000.0,10090000000.0,4468000.0,18970000.0,31.649999999999995,9.294,9.509,12.847,25.381332,0.34649998,25.246916,25.687666,25.494,180868000000.0,147377000.0,459415000.0,4.0,-72.0,0.6322371768017992,0.16591002189555548,-0.7568024953079282
407,2013,Colombia,46500000.0,10700000000.0,5505000.0,19100000.0,15.432,4.13,10.114,1.189,25.5795,0.39625,25.381332,25.246916,25.153917,191568000000.0,152882000.0,478515000.0,4.0,-72.0,0.6322371768017992,0.16591002189555548,-0.7568024953079282
408,1980,Cyprus,685400.0,0.0,0.0,1161000.0,0.086,0.0,0.0,0.086,18.850082,0.2925,,,,0.0,0.0,1161000.0,35.0,33.0,0.011998092974449159,-0.9036125537574865,-0.428182669496151
409,1981,Cyprus,689200.0,0.0,0.0,987200.0,-0.422,0.0,0.0,-0.422,19.231916,0.28183332,18.850082,,,0.0,0.0,2148200.0,35.0,33.0,0.011998092974449159,-0.9036125537574865,-0.428182669496151
410,1982,Cyprus,691700.0,0.0,0.0,1045000.0,1.958,0.0,0.0,1.958,18.566416,0.26366666,19.231916,18.850082,,0.0,0.0,3193200.0,35.0,33.0,0.011998092974449159,-0.9036125537574865,-0.428182669496151
411,1983,Cyprus,694100.0,0.0,0.0,1161000.0,0.617,0.0,0.0,0.617,18.424334,0.25316668,18.566416,19.231916,,0.0,0.0,4354200.0,35.0,33.0,0.011998092974449159,-0.9036125537574865,-0.428182669496151
412,1984,Cyprus,697700.0,0.0,19530.0,1161000.0,0.182,0.0,0.0,0.182,18.943333,0.31416667,18.424334,18.566416,,0.0,19530.0,5515200.0,35.0,33.0,0.011998092974449159,-0.9036125537574865,-0.428182669496151
413,1985,Cyprus,703700.0,0.0,27790.0,1219000.0,0.953,1.082,0.0,-0.129,19.19775,0.32125,18.943333,18.424334,18.850082,0.0,47320.0,6734200.0,35.0,33.0,0.011998092974449159,-0.9036125537574865,-0.428182669496151
414,1986,Cyprus,712300.0,0.0,20650.0,1301000.0,0.578,-0.419,0.0,0.997,19.284416,0.27883333,19.19775,18.943333,19.231916,0.0,67970.0,8035200.0,35.0,33.0,0.011998092974449159,-0.9036125537574865,-0.428182669496151
415,1987,Cyprus,723400.0,0.0,23780.0,1411000.0,3.137,0.7440000000000001,0.0,2.393,18.882917,0.22666666,19.284416,19.19775,18.566416,0.0,91750.0,9446200.0,35.0,33.0,0.011998092974449159,-0.9036125537574865,-0.428182669496151
416,1988,Cyprus,736500.0,0.0,24340.0,1411000.0,0.564,-0.558,0.0,1.122,19.0795,0.24308333,18.882917,19.284416,18.424334,0.0,116090.0,10857200.0,35.0,33.0,0.011998092974449159,-0.9036125537574865,-0.428182669496151
417,1989,Cyprus,751000.0,0.0,24910.0,1748000.0,0.467,-0.093,0.0,0.56,19.08,0.31275,19.0795,18.882917,18.943333,0.0,141000.0,12605200.0,35.0,33.0,0.011998092974449159,-0.9036125537574865,-0.428182669496151
418,1990,Cyprus,766600.0,0.0,25470.0,1876000.0,0.963,-0.047,0.0,1.009,19.194416,0.27475,19.08,19.0795,19.19775,0.0,166470.0,14481200.0,35.0,33.0,0.011998092974449159,-0.9036125537574865,-0.428182669496151
419,1991,Cyprus,783100.0,0.0,26030.0,1893000.0,0.238,-0.186,0.0,0.424,19.08275,0.30516666,19.194416,19.08,19.284416,0.0,192500.0,16374200.0,35.0,33.0,0.011998092974449159,-0.9036125537574865,-0.428182669496151
420,1992,Cyprus,800600.0,0.0,26600.0,2183000.0,3.285,0.442,0.0,2.843,18.04925,0.32075,19.08275,19.194416,18.882917,0.0,219100.0,18557200.0,35.0,33.0,0.011998092974449159,-0.9036125537574865,-0.428182669496151
421,1993,Cyprus,818800.0,0.0,27160.0,2178000.0,0.8930000000000001,-0.151,0.0,1.045,18.949,0.2565,18.04925,19.08275,19.0795,0.0,246260.0,20735200.0,35.0,33.0,0.011998092974449159,-0.9036125537574865,-0.428182669496151
422,1994,Cyprus,837100.0,0.0,27000.0,2509000.0,0.042,0.302,0.0,-0.26,19.802,0.25508332,18.949,18.04925,19.08,0.0,273260.0,23244200.0,35.0,33.0,0.011998092974449159,-0.9036125537574865,-0.428182669496151
423,1995,Cyprus,855400.0,0.0,20000.0,2474000.0,1.498,0.128,0.0,1.37,19.079,0.25,19.802,18.949,19.194416,0.0,293260.0,25718200.0,35.0,33.0,0.011998092974449159,-0.9036125537574865,-0.428182669496151
424,1996,Cyprus,873400.0,0.0,18000.0,2433000.0,0.3739999999999999,-0.081,0.0,0.456,19.475584,0.26883334,19.079,19.802,19.08275,0.0,311260.0,28151200.0,35.0,33.0,0.011998092974449159,-0.9036125537574865,-0.428182669496151
425,1997,Cyprus,891200.0,0.0,19000.0,2480000.0,0.247,-0.279,0.0,0.526,18.87625,0.27966666,19.475584,19.079,18.04925,0.0,330260.0,30631200.0,35.0,33.0,0.011998092974449159,-0.9036125537574865,-0.428182669496151
426,1998,Cyprus,908700.0,0.0,21000.0,2665000.0,1.595,-0.721,0.0,2.316,19.964083,0.25216666,18.87625,19.475584,18.949,0.0,351260.0,33296200.0,35.0,33.0,0.011998092974449159,-0.9036125537574865,-0.428182669496151
427,1999,Cyprus,926000.0,0.0,20580.0,2834000.0,1.434,0.116,0.0,1.318,20.07375,0.3005,19.964083,18.87625,19.802,0.0,371840.0,36130200.0,35.0,33.0,0.011998092974449159,-0.9036125537574865,-0.428182669496151
428,2000,Cyprus,943300.0,0.0,18770.0,2955000.0,1.38,0.14,0.0,1.241,19.442,0.29,20.07375,19.964083,19.079,0.0,390610.0,39085200.0,35.0,33.0,0.011998092974449159,-0.9036125537574865,-0.428182669496151
429,2001,Cyprus,960300.0,0.0,22150.0,2986000.0,0.349,0.198,0.0,0.151,20.01175,0.26583332,19.442,20.07375,19.475584,0.0,412760.0,42071200.0,35.0,33.0,0.011998092974449159,-0.9036125537574865,-0.428182669496151
430,2002,Cyprus,977000.0,0.0,24780.0,2958000.0,-0.424,-0.105,0.0,-0.319,19.729166,0.30591667,20.01175,19.442,18.87625,0.0,437540.0,45029200.0,35.0,33.0,0.011998092974449159,-0.9036125537574865,-0.428182669496151
431,2003,Cyprus,993600.0,0.0,19150.0,3185000.0,1.902,0.0,0.0,1.902,19.735083,0.28441668,19.729166,20.01175,19.964083,0.0,456690.0,48214200.0,35.0,33.0,0.011998092974449159,-0.9036125537574865,-0.428182669496151
432,2004,Cyprus,1010000.0,0.0,17530.0,2874000.0,-0.862,0.0,0.0,-0.862,19.59575,0.31516665,19.735083,19.729166,20.07375,0.0,474220.0,51088200.0,35.0,33.0,0.011998092974449159,-0.9036125537574865,-0.428182669496151
433,2005,Cyprus,1028000.0,0.0,23460.0,3172000.0,3.764,0.0,0.0,3.764,19.587084,0.2725,19.59575,19.735083,19.442,0.0,497680.0,54260200.0,35.0,33.0,0.011998092974449159,-0.9036125537574865,-0.428182669496151
434,2006,Cyprus,1046000.0,0.0,16900.0,3281000.0,-0.583,-0.161,0.0,-0.422,19.540167,0.27966666,19.587084,19.59575,20.01175,0.0,514580.0,57541200.0,35.0,33.0,0.011998092974449159,-0.9036125537574865,-0.428182669496151
435,2007,Cyprus,1064000.0,0.0,13250.0,3379000.0,0.558,-0.032,0.0,0.591,19.945333,0.25016665,19.540167,19.587084,19.729166,0.0,527830.0,60920200.0,35.0,33.0,0.011998092974449159,-0.9036125537574865,-0.428182669496151
