,Year,Country,Population,Gas consumption,Coal consumption,Oil consumption,FossilFuelGrowth,CoalGrowth,GasGrowth,OilGrowth,AverageTemperature,AverageTemperatureUncertainty,TempMinus1,TempMinus2,TempMinus5
61,1980,Vietnam,54280000.0,0.0,2234000.0,1394000.0,5.39,-4.559,0.0,9.949,24.172167,0.23516667,,,
123,1981,Vietnam,55520000.0,11330000.0,2577000.0,1510000.0,0.068,3.001,0.09700000000000002,-3.029,24.178833,0.26866665,24.172167,,
185,1982,Vietnam,56810000.0,65140000.0,2698000.0,1510000.0,3.5400000000000005,3.1169999999999995,0.08700000000000001,0.336,24.000666,0.24166666,24.178833,24.172167,
247,1983,Vietnam,58150000.0,65140000.0,2706000.0,1568000.0,3.6270000000000002,0.209,0.449,2.969,23.945084,0.30333334,24.000666,24.178833,
309,1984,Vietnam,59510000.0,59470000.0,2148000.0,1568000.0,-0.576,0.035,-0.082,-0.529,23.755667,0.27058333,23.945084,24.000666,
371,1985,Vietnam,60900000.0,39650000.0,2403000.0,1626000.0,-0.02,-0.19800000000000004,-0.207,0.38599999999999995,23.88725,0.31266665,23.755667,23.945084,24.172167
433,1986,Vietnam,62290000.0,39650000.0,2630000.0,1655000.0,5.972,3.326,0.014,2.631,23.928833,0.22333333,23.88725,23.755667,24.178833
495,1987,Vietnam,63700000.0,39650000.0,2720000.0,2009000.0,8.484,4.129,0.0,4.356,24.600918,0.25233334,23.928833,23.88725,24.000666
557,1988,Vietnam,65120000.0,31150000.0,2603000.0,2363000.0,-1.213,-2.535,-0.08700000000000001,1.409,24.1275,0.23908333,24.600918,23.928833,23.945084
619,1989,Vietnam,66550000.0,31150000.0,2206000.0,2660000.0,-9.701,-7.385000000000001,0.04800000000000001,-2.364,23.886917,0.25349998,24.1275,24.600918,23.755667
681,1990,Vietnam,67990000.0,39930000.0,1988000.0,3103000.0,0.997,-4.291,0.068,5.221,24.274084,0.28091666,23.886917,24.1275,23.88725
744,1991,Vietnam,69440000.0,69950000.0,2235000.0,3252000.0,-1.465,-0.884,0.309,-0.89,24.2765,0.21708333,24.274084,23.886917,23.928833
819,1992,Vietnam,70880000.0,210000000.0,2247000.0,3554000.0,4.536,0.07,1.332,3.134,23.85125,0.2225,24.2765,24.274084,24.600918
895,1993,Vietnam,72300000.0,250000000.0,2395000.0,4460000.0,9.87,-0.802,0.38599999999999995,10.287,23.935667,0.257,23.85125,24.2765,24.1275
971,1994,Vietnam,73650000.0,250100000.0,2645000.0,4948000.0,7.646,2.524,0.0,5.123,24.159416,0.26583332,23.935667,23.85125,23.886917
1047,1995,Vietnam,74910000.0,710000000.0,3587000.0,5517000.0,13.51,9.253,-1.008,5.265,23.919,0.194,24.159416,23.935667,24.274084
1123,1996,Vietnam,76070000.0,830100000.0,4221000.0,6748000.0,14.389000000000001,4.214,1.365,8.809,23.749666,0.21958333,23.919,24.159416,24.2765
1199,1997,Vietnam,77130000.0,230000000.0,4894000.0,7427000.0,23.245,11.451,2.355,9.44,24.222666,0.22766666,23.749666,23.919,23.85125
1275,1998,Vietnam,78120000.0,700100000.0,5014000.0,7863000.0,15.059,3.7520000000000002,3.561,7.7459999999999996,24.899834,0.19575,24.222666,23.749666,23.935667
1351,1999,Vietnam,79040000.0,1000000000.0,4136000.0,9239000.0,-1.8229999999999997,-13.939,3.86,8.257,24.066418,0.20458333,24.899834,24.222666,24.159416
1427,2000,Vietnam,79910000.0,1150000000.0,4987000.0,9604000.0,23.334999999999997,13.044000000000002,2.895,7.396,23.981916,0.20025,24.066418,24.899834,23.919
1503,2001,Vietnam,80740000.0,1300000000.0,5779000.0,10600000.0,17.273,5.063,3.86,8.35,24.184917,0.21258333,23.981916,24.066418,23.749666
1579,2002,Vietnam,81530000.0,2260000000.0,7111000.0,12040000.0,22.899999999999995,8.46,3.86,10.58,24.39375,0.20216666,24.184917,23.981916,24.222666
1655,2003,Vietnam,82300000.0,2700000000.0,8338000.0,12940000.0,18.767,11.178000000000003,-0.261,7.849999999999999,24.49775,0.26325,24.39375,24.184917,24.899834
1731,2004,Vietnam,83060000.0,3000000000.0,15110000.0,14950000.0,66.018,24.607,17.245,24.166,24.056917,0.21183333,24.49775,24.39375,24.066418
1807,2005,Vietnam,83830000.0,4000000000.0,14810000.0,15340000.0,23.676,4.896,22.002,-3.2230000000000003,24.298,0.21866667,24.056917,24.49775,23.981916
1883,2006,Vietnam,84620000.0,5701000000.0,16000000.0,15030000.0,-39.43,-42.125,5.404,-2.709,24.523083,0.23675,24.298,24.056917,24.184917
1959,2007,Vietnam,85420000.0,5901000000.0,17170000.0,16640000.0,23.624,6.305,0.7719999999999999,16.547,24.302166,0.22483334,24.523083,24.298,24.39375
2035,2008,Vietnam,86240000.0,6981000000.0,18620000.0,17230000.0,78.642,65.341,4.043,9.257,23.784,0.24308333,24.302166,24.523083,24.49775
2111,2009,Vietnam,87090000.0,7091000000.0,19890000.0,18600000.0,-2.118,-8.529,4.931,1.4799999999999998,24.465584,0.24425,23.784,24.302166,24.056917
2187,2010,Vietnam,87970000.0,8211000000.0,23560000.0,19710000.0,67.021,39.525,13.433,14.064,24.833334,0.22866666,24.465584,23.784,24.298
2263,2011,Vietnam,88870000.0,7711000000.0,27710000.0,21340000.0,39.792,32.453,-8.897,16.236,23.692583,0.27116668,24.833334,24.465584,24.523083
2339,2012,Vietnam,89800000.0,8321000000.0,28370000.0,21650000.0,-1.524,-14.488,8.444,4.521,24.704332,0.41808334,23.692583,24.833334,24.302166
2415,2013,Vietnam,90750000.0,8581000000.0,26430000.0,21960000.0,30.771,12.749,3.821,14.201,25.232124,0.383125,24.704332,23.692583,23.784
700,1991,Germany,79490000.0,78620000000.0,369900000.0,164300000.0,-83.465,-186.096,32.309,70.321,8.523084,0.17758334,,,
767,1992,Germany,79960000.0,77580000000.0,328700000.0,165000000.0,-122.623,-129.097,-7.566,14.04,9.505834,0.25533333,8.523084,,
842,1993,Germany,80430000.0,80140000000.0,304600000.0,168900000.0,-5.02,-68.724,38.486,25.218,8.6335,0.17983334,9.505834,8.523084,
918,1994,Germany,80830000.0,83970000000.0,286100000.0,167400000.0,-36.409,-34.323,12.814,-14.9,9.847,0.18425,8.6335,9.505834,
994,1995,Germany,81140000.0,89820000000.0,271000000.0,167000000.0,6.091,-57.512,64.446,-0.843,9.0335,0.17508334,9.847,8.6335,
1070,1996,Germany,81320000.0,89570000000.0,269300000.0,169700000.0,115.747,-4.538,92.536,27.748,7.374417,0.16991666,9.0335,9.847,8.523084
1146,1997,Germany,81400000.0,85300000000.0,257500000.0,169400000.0,-81.411,-32.584,-38.876,-9.951,9.048667,0.19241667,7.374417,9.0335,9.505834
1222,1998,Germany,81400000.0,88640000000.0,244000000.0,169700000.0,-14.899,-24.306,7.617,1.79,9.17175,0.15633333,9.048667,7.374417,8.6335
1298,1999,Germany,81390000.0,89240000000.0,232300000.0,164700000.0,-89.0,-36.931,-2.459,-49.60999999999999,9.620749,0.15991667,9.17175,9.048667,9.847
1374,2000,Germany,81400000.0,87740000000.0,238700000.0,160700000.0,-1.103,36.514,-6.945,-30.672,10.020416,0.19541666,9.620749,9.17175,9.0335
1450,2001,Germany,81450000.0,91740000000.0,242900000.0,163000000.0,68.605,2.84,45.236,20.529,9.090417,0.18475,10.020416,9.620749,7.374417
1526,2002,Germany,81540000.0,91160000000.0,247000000.0,157400000.0,-52.32500000000001,2.213,-1.354,-53.183,9.637333,0.16008334,9.090417,10.020416,9.048667
1602,2003,Germany,81610000.0,89510000000.0,248900000.0,155600000.0,-3.0,16.471,10.592,-30.063,9.49425,0.22483334,9.637333,9.090417,9.17175
1678,2004,Germany,81650000.0,89860000000.0,250500000.0,153800000.0,-38.246,-25.51,4.491,-17.227,9.053416,0.19825,9.49425,9.637333,9.620749
1754,2005,Germany,81600000.0,90700000000.0,241500000.0,152400000.0,-58.555,-42.72299999999999,14.6,-30.433000000000003,9.128417,0.16483334,9.053416,9.49425,10.020416
1830,2006,Germany,81470000.0,92680000000.0,242700000.0,153100000.0,52.362,37.924,17.258,-2.82,9.706,0.21208332,9.128417,9.053416,9.090417
1906,2007,Germany,81280000.0,89000000000.0,250300000.0,139800000.0,-146.51,24.975000000000005,-33.707,-137.779,9.9975,0.17616667,9.706,9.128417,9.637333
1982,2008,Germany,81070000.0,92390000000.0,237800000.0,147100000.0,11.777,-76.479,8.644,79.611,9.642167,0.19516666,9.9975,9.706,9.49425
2058,2009,Germany,80900000.0,85890000000.0,224800000.0,141400000.0,-207.452,-97.516,-50.705000000000005,-59.231,9.359167,0.20066667,9.642167,9.9975,9.053416
2134,2010,Germany,80830000.0,94520000000.0,230300000.0,143300000.0,116.097,61.88,36.411,17.806,8.009,0.1875,9.359167,9.642167,9.128417
2210,2011,Germany,80860000.0,85810000000.0,234700000.0,138900000.0,-101.86,14.619,-72.105,-44.373,9.819583,0.20016667,8.009,9.359167,9.706
2286,2012,Germany,80970000.0,85770000000.0,246100000.0,138700000.0,19.895,25.283,2.493,-7.882000000000001,9.227166,0.2445,9.819583,8.009,9.9975
2362,2013,Germany,81170000.0,87730000000.0,246900000.0,141400000.0,94.84,27.324,38.643,28.873,9.2352495,0.22525,9.227166,9.819583,9.642167
749,1992,Azerbaijan,7472000.0,14800000000.0,27000.0,11790000.0,-35.869,-0.64,-32.748,-2.482,10.7213335,0.36416668,,,
824,1993,Azerbaijan,7582000.0,11000000000.0,4000.0,11270000.0,-30.372,-0.105,-30.003,-0.264,10.526083,0.36925,10.7213335,,
900,1994,Azerbaijan,7684000.0,9401000000.0,1000.0,10800000.0,-13.344,0.012000000000000002,-5.46,-7.896,11.472917,0.29208332,10.526083,10.7213335,
976,1995,Azerbaijan,7775000.0,9001000000.0,6000.0,10310000.0,-9.405,-0.012000000000000002,-0.912,-8.482,12.731584,0.32191667,11.472917,10.526083,
1052,1996,Azerbaijan,7856000.0,9301000000.0,2000.0,7706000.0,-28.816999999999997,0.0,-20.912,-7.905,12.20225,0.29416665,12.731584,11.472917,
1128,1997,Azerbaijan,7926000.0,9161000000.0,3096.0,7503000.0,-6.099,0.0,-2.73,-3.369,11.894417,0.36366665,12.20225,12.731584,10.7213335
1204,1998,Azerbaijan,7990000.0,5591000000.0,4193.0,8554000.0,-0.21,-0.035,-3.6459999999999995,3.471,12.95875,0.31533334,11.894417,12.20225,10.526083
1280,1999,Azerbaijan,8054000.0,6001000000.0,4453.0,8710000.0,0.761,0.0,3.6459999999999995,-2.885,12.85175,0.35658333,12.95875,11.894417,11.472917
1356,2000,Azerbaijan,8123000.0,5661000000.0,4714.0,7398000.0,5.455000000000001,0.0,-1.8229999999999997,7.278,12.632,0.2945,12.85175,12.95875,12.731584
1432,2001,Azerbaijan,8197000.0,6721000000.0,2385.0,4946000.0,-4.05,0.035,22.911,-26.996,13.09725,0.3675,12.632,12.85175,12.20225
1508,2002,Azerbaijan,8277000.0,9061000000.0,5658.0,4805000.0,-3.548,-0.012000000000000002,0.214,-3.751,12.43225,0.47066665,13.09725,12.632,11.894417
1584,2003,Azerbaijan,8361000.0,9201000000.0,3428.0,5438000.0,9.022,0.012000000000000002,1.93,7.080000000000001,11.98475,0.32491666,12.43225,13.09725,12.95875
1660,2004,Azerbaijan,8449000.0,9941000000.0,4487.0,6200000.0,17.378,-0.024000000000000004,13.429,3.9730000000000003,12.6195,0.36,11.98475,12.43225,12.85175
1736,2005,Azerbaijan,8539000.0,10380000000.0,4828.0,6375000.0,12.256,0.027,3.004,9.225,12.68725,0.3145,12.6195,11.98475,12.632
1812,2006,Azerbaijan,8630000.0,11300000000.0,16470.0,5904000.0,-1.302,0.0,5.384,-6.686,12.71225,0.36283335,12.68725,12.6195,13.09725
1888,2007,Azerbaijan,8724000.0,8881000000.0,11890.0,5273000.0,-15.146,0.02,-11.908,-3.2580000000000005,12.514833,0.30633333,12.71225,12.68725,12.43225
1964,2008,Azerbaijan,8822000.0,9941000000.0,11200.0,5358000.0,1.824,-0.014,12.638,-10.799,12.3654995,0.33375,12.514833,12.71225,11.98475
2040,2009,Azerbaijan,8924000.0,9761000000.0,6371.0,4575000.0,-17.57,0.0,-14.664,-2.906,12.611667,0.37008333,12.3654995,12.514833,12.6195
2116,2010,Azerbaijan,9032000.0,10440000000.0,7460.0,4798000.0,-4.725,0.022000000000000002,-4.233,-0.514,13.9626665,0.37166667,12.611667,12.3654995,12.68725
2192,2011,Azerbaijan,9146000.0,9311000000.0,5653.0,5363000.0,16.691,-0.007,7.753,8.945,11.808666,0.29033333,13.9626665,12.611667,12.71225
2268,2012,Azerbaijan,9265000.0,10550000000.0,5884.0,5628000.0,6.627,-0.014,4.413,2.229,13.08675,0.49308333,11.808666,13.9626665,12.514833
2344,2013,Azerbaijan,9385000.0,9471000000.0,5436.0,5816000.0,4.902,-0.007,0.415,4.494,14.173875,0.41224998,13.08675,11.808666,12.3654995
751,1992,Belarus,10150000.0,18290000000.0,722100.0,21780000.0,-23.694,-3.923,21.83,-41.601,7.132,0.24266666,,,
826,1993,Belarus,10140000.0,16980000000.0,714400.0,16780000.0,-82.851,-2.76,-11.345,-68.745,6.0138335,0.20141667,7.132,,
902,1994,Belarus,10110000.0,14090000000.0,636200.0,13970000.0,-55.542,-5.026,-18.347,-32.168,6.7359166,0.20175,6.0138335,7.132,
978,1995,Belarus,10080000.0,12800000000.0,695200.0,13240000.0,-25.739,-0.694,-12.225,-12.82,7.0212502,0.18491666,6.7359166,6.0138335,
1054,1996,Belarus,10040000.0,14000000000.0,708700.0,11920000.0,6.397000000000001,2.365,6.122,-2.09,5.6565833,0.208,7.0212502,6.7359166,
1130,1997,Belarus,10010000.0,15100000000.0,634400.0,10800000.0,2.572,0.723,17.458,-15.609,6.34375,0.22075,5.6565833,7.0212502,7.132
1206,1998,Belarus,9970000.0,15430000000.0,577900.0,9918000.0,-5.61,-1.593,1.75,-5.767,6.528333,0.18416667,6.34375,5.6565833,6.0138335
1282,1999,Belarus,9924000.0,17210000000.0,519000.0,9167000.0,-6.77,-0.907,2.621,-8.484,7.71275,0.19966666,6.528333,6.34375,6.7359166
1358,2000,Belarus,9872000.0,19600000000.0,394100.0,9263000.0,6.846,-0.085,8.724,-1.7939999999999998,7.9098334,0.2085,7.71275,6.528333,7.0212502
1434,2001,Belarus,9811000.0,18000000000.0,237000.0,8993000.0,-6.44,-3.263,-0.871,-2.306,7.09225,0.19641666,7.9098334,7.71275,5.6565833
1510,2002,Belarus,9746000.0,16940000000.0,234400.0,9266000.0,7.413,-0.4709999999999999,4.362,3.522,7.7019167,0.19433333,7.09225,7.9098334,6.34375
1586,2003,Belarus,9679000.0,17960000000.0,231800.0,9506000.0,-1.142,-0.461,-2.621,1.9400000000000002,6.7249165,0.24566667,7.7019167,7.09225,6.528333
1662,2004,Belarus,9617000.0,16400000000.0,234000.0,9403000.0,32.231,-0.151,32.537,-0.155,6.9058332,0.22083333,6.7249165,7.7019167,7.71275
1738,2005,Belarus,9562000.0,20300000000.0,168000.0,8794000.0,-1.034,0.754,4.683,-6.471,6.9680834,0.20516667,6.9058332,6.7249165,7.9098334
1814,2006,Belarus,9517000.0,20970000000.0,101800.0,10100000.0,17.817,-0.835,3.921,14.731,6.992083,0.23116666,6.9680834,6.9058332,7.09225
1890,2007,Belarus,9481000.0,20760000000.0,74020.0,9457000.0,-7.177,0.936,0.7680000000000001,-8.88,7.928167,0.20675,6.992083,6.9680834,7.7019167
1966,2008,Belarus,9453000.0,21250000000.0,43000.0,9673000.0,3.361,-0.548,4.699,-0.79,8.13075,0.20941666,7.928167,6.992083,6.7249165
2042,2009,Belarus,9433000.0,17750000000.0,49000.0,10730000.0,-15.863999999999999,-0.35600000000000004,-30.095,14.586999999999998,7.196417,0.22841667,8.13075,7.928167,6.9058332
2118,2010,Belarus,9421000.0,21630000000.0,79000.0,8822000.0,17.393,0.331,37.964,-20.902,7.03725,0.22425,7.196417,8.13075,6.9680834
2194,2011,Belarus,9415000.0,21050000000.0,91000.0,10210000.0,-1.659,1.511,-15.022,11.851999999999999,7.5885,0.24708334,7.03725,7.196417,6.992083
2270,2012,Belarus,9417000.0,20730000000.0,358000.0,10370000.0,24.134,0.18099999999999997,1.8389999999999997,22.114,6.835167,0.2955,7.5885,7.03725,7.928167
2346,2013,Belarus,9424000.0,20310000000.0,543000.0,9341000.0,-38.473,0.565,-1.398,-37.64,8.2664995,0.311,6.835167,7.5885,8.13075
759,1992,Croatia,4733000.0,2719000000.0,1065000.0,3769000.0,0.225,-0.64,0.8649999999999999,0.0,12.549084,0.29191667,,,
834,1993,Croatia,4698000.0,2938000000.0,1012000.0,3670000.0,2.8480000000000003,-0.698,1.368,2.177,11.931583,0.269,12.549084,,
910,1994,Croatia,4658000.0,2581000000.0,640000.0,4558000.0,-1.718,-1.477,-1.53,1.289,13.11,0.25433332,11.931583,12.549084,
986,1995,Croatia,4617000.0,2320000000.0,331000.0,5151000.0,2.244,-0.44,-1.844,4.527,11.88175,0.22658333,13.11,11.931583,
1062,1996,Croatia,4575000.0,2500000000.0,266000.0,4483000.0,-0.055,-0.36800000000000005,2.712,-2.399,11.125751,0.24541667,11.88175,13.11,
1138,1997,Croatia,4532000.0,2800000000.0,419000.0,4680000.0,5.085,1.165,0.923,2.997,11.827416,0.29875,11.125751,11.88175,12.549084
1214,1998,Croatia,4492000.0,2670000000.0,394000.0,5217000.0,4.85,-0.124,-1.012,5.986,12.100917,0.27558333,11.827416,11.125751,11.931583
1290,1999,Croatia,4456000.0,2660000000.0,347000.0,5262000.0,-0.478,-0.306,0.3499999999999999,-0.522,12.3165,0.23641667,12.100917,11.827416,13.11
1366,2000,Croatia,4428000.0,2770000000.0,703000.0,4919000.0,-2.954,2.622,0.228,-5.803,13.226417,0.26166666,12.3165,12.100917,11.88175
1442,2001,Croatia,4408000.0,2840000000.0,781000.0,5029000.0,2.956,0.568,1.23,1.158,12.411,0.18983333,13.226417,12.3165,11.125751
1518,2002,Croatia,4396000.0,2630000000.0,965000.0,5243000.0,4.121,1.205,0.642,2.275,12.898916,0.22716667,12.411,13.226417,11.827416
1594,2003,Croatia,4389000.0,3050000000.0,1123000.0,5763000.0,5.948,0.762,-0.165,5.352,12.567,0.26008332,12.898916,12.411,12.100917
1670,2004,Croatia,4384000.0,2750000000.0,1189000.0,5449000.0,-1.946,0.468,1.017,-3.43,11.919416,0.27008334,12.567,12.898916,12.3165
1746,2005,Croatia,4378000.0,2690000000.0,1140000.0,5602000.0,0.521,-0.072,-0.936,1.529,11.37625,0.20916668,11.919416,12.567,13.226417
1822,2006,Croatia,4371000.0,2730000000.0,1071000.0,5687000.0,-0.033,-0.57,-0.303,0.84,12.241667,0.26216668,11.37625,11.919416,12.411
1898,2007,Croatia,4362000.0,2787000000.0,1146000.0,5874000.0,5.980999999999999,0.632,4.051,1.298,13.0665,0.23375,12.241667,11.37625,12.898916
1974,2008,Croatia,4353000.0,2965000000.0,1182000.0,5523000.0,-3.612,0.233,-0.96,-2.8860000000000006,12.977083,0.25475,13.0665,12.241667,12.567
2050,2009,Croatia,4341000.0,2681000000.0,848000.0,5437000.0,-5.909,-2.354,-2.321,-1.235,12.875083,0.27883333,12.977083,13.0665,11.919416
2126,2010,Croatia,4328000.0,2839000000.0,1171000.0,4659000.0,-3.051,2.047,2.664,-7.762,11.960834,0.24775,12.875083,12.977083,11.37625
2202,2011,Croatia,4313000.0,2469000000.0,1197000.0,4607000.0,-2.643,0.233,-0.723,-2.153,12.755167,0.2755,11.960834,12.875083,12.241667
2278,2012,Croatia,4296000.0,2874000000.0,1052000.0,4257000.0,-7.0040000000000004,-0.843,-1.8259999999999998,-4.334,12.9735,0.31891668,12.755167,11.960834,13.0665
2354,2013,Croatia,4277000.0,2474000000.0,1114000.0,4017000.0,-2.428,0.523,-1.528,-1.423,13.589,0.343875,12.9735,12.755167,12.977083
764,1992,Estonia,1521000.0,1500000000.0,212000.0,1833000.0,-29.935,-7.313,-5.928999999999999,-16.694,6.401833,0.2915,,,
839,1993,Estonia,1488000.0,600100000.0,214000.0,1917000.0,-16.28,-13.439,-4.209,1.368,5.14625,0.26291665,6.401833,,
915,1994,Estonia,1457000.0,640000000.0,71000.0,1765000.0,0.64,0.38599999999999995,1.804,-1.551,5.25225,0.2675,5.14625,6.401833,
991,1995,Estonia,1433000.0,745100000.0,83000.0,1389000.0,-4.22,-0.959,0.834,-4.094,6.1658335,0.21791667,5.25225,5.14625,
1067,1996,Estonia,1418000.0,816200000.0,136000.0,1519000.0,3.2000000000000006,1.452,0.697,1.052,4.5785,0.21075,6.1658335,5.25225,
1143,1997,Estonia,1410000.0,1060000000.0,148000.0,1490000.0,-0.6869999999999999,-0.361,-0.212,-0.114,5.778333,0.26533332,4.5785,6.1658335,6.401833
1219,1998,Estonia,1406000.0,1600000000.0,70000.0,1496000.0,-3.9629999999999996,-3.522,-0.369,-0.071,5.361417,0.24525,5.778333,4.5785,5.14625
1295,1999,Estonia,1404000.0,1000000000.0,72000.0,1439000.0,-4.781,-3.071,-0.18299999999999997,-1.527,6.4568334,0.23208334,5.361417,5.778333,5.25225
1371,2000,Estonia,1399000.0,1120000000.0,73000.0,1238000.0,1.218,1.757,1.003,-1.542,7.00875,0.23666666,6.4568334,5.361417,6.1658335
1447,2001,Estonia,1392000.0,1270000000.0,67500.0,1406000.0,2.134,-0.453,0.568,2.018,5.973,0.227,7.00875,6.4568334,4.5785
1523,2002,Estonia,1383000.0,743100000.0,62000.0,1456000.0,-0.383,-0.807,-1.344,1.769,6.2115836,0.21391666,5.973,7.00875,5.778333
1599,2003,Estonia,1373000.0,847100000.0,31000.0,1426000.0,4.798,4.945,0.707,-0.854,5.6621666,0.27816665,6.2115836,5.973,5.361417
1675,2004,Estonia,1364000.0,966100000.0,72000.0,1475000.0,2.6809999999999996,0.9330000000000002,1.375,0.37399999999999994,5.940833,0.22333333,5.6621666,6.2115836,6.4568334
1751,2005,Estonia,1356000.0,979100000.0,58000.0,1519000.0,-1.094,-1.551,0.284,0.17299999999999996,6.0014167,0.22708334,5.940833,5.6621666,7.00875
1827,2006,Estonia,1349000.0,1009000000.0,45000.0,1647000.0,-1.035,-1.883,0.115,0.733,6.5318336,0.26158333,6.0014167,5.940833,5.973
1903,2007,Estonia,1344000.0,986100000.0,84000.0,1733000.0,8.135,7.0,-0.05000000000000001,1.186,6.8308334,0.21766667,6.5318336,6.0014167,6.2115836
1979,2008,Estonia,1340000.0,946100000.0,129000.0,1697000.0,-3.272,-1.9720000000000002,-0.38999999999999996,-0.9090000000000001,7.267833,0.24483334,6.8308334,6.5318336,5.6621666
2055,2009,Estonia,1336000.0,653100000.0,87000.0,1504000.0,-8.268,-3.6070000000000007,-2.879,-1.781,6.0618334,0.27666667,7.267833,6.8308334,5.940833
2131,2010,Estonia,1332000.0,701100000.0,60000.0,1548000.0,10.935,9.957,0.447,0.532,5.043,0.27983335,6.0618334,7.267833,6.0014167
2207,2011,Estonia,1328000.0,632100000.0,73000.0,1530000.0,1.8549999999999998,3.031,-0.644,-0.532,6.8653336,0.28366667,5.043,6.0618334,6.5318336
2283,2012,Estonia,1323000.0,657100000.0,64000.0,1796000.0,0.10000000000000002,-3.121,0.239,2.981,5.486,0.29608333,6.8653336,5.043,6.8308334
2359,2013,Estonia,1319000.0,678100000.0,63000.0,1772000.0,3.284,3.35,0.19,-0.257,6.96175,0.32525,5.486,6.8653336,7.267833
780,1992,Kazakhstan,16300000.0,20100000000.0,101600000.0,23400000.0,-9.861,3.246,3.9019999999999997,-17.009,5.8096666,0.256,,,
855,1993,Kazakhstan,16180000.0,14800000000.0,84630000.0,19800000.0,-101.528,-40.694,-5.852999999999999,-54.981,4.70225,0.25833333,5.8096666,,
931,1994,Kazakhstan,16020000.0,15000000000.0,73710000.0,17310000.0,-86.128,-8.754,-37.069,-40.305,5.5365,0.25475,4.70225,5.8096666,
1007,1995,Kazakhstan,15840000.0,10860000000.0,59880000.0,15610000.0,-64.345,-75.682,14.633000000000001,-3.295,7.3353333,0.25891668,5.5365,4.70225,
1083,1996,Kazakhstan,15630000.0,14440000000.0,53360000.0,14270000.0,-74.582,-33.948,-18.535,-22.100000000000005,5.1008334,0.25925,7.3353333,5.5365,
1159,1997,Kazakhstan,15410000.0,14000000000.0,47600000.0,12570000.0,-59.766,-40.157,-20.349,0.741,7.0653334,0.29791668,5.1008334,7.3353333,5.8096666
1235,1998,Kazakhstan,15190000.0,13400000000.0,45800000.0,11420000.0,-24.915000000000003,-3.731,-0.644,-20.54,6.2489166,0.261,7.0653334,5.1008334,4.70225
1311,1999,Kazakhstan,15020000.0,13600000000.0,41060000.0,8519000.0,-25.765,-17.771,9.735,-17.729,6.9755,0.27775,6.2489166,7.0653334,5.5365
1387,2000,Kazakhstan,14920000.0,13900000000.0,46590000.0,9623000.0,-36.856,-14.62,-31.072999999999997,8.836,6.761417,0.27258334,6.9755,6.2489166,7.3353333
1463,2001,Kazakhstan,14910000.0,14300000000.0,47080000.0,9163000.0,45.487,51.88399999999999,-6.352999999999999,-0.043000000000000003,6.813083,0.28608334,6.761417,6.9755,5.1008334
1539,2002,Kazakhstan,14980000.0,14900000000.0,50000000.0,9910000.0,7.844,3.403,2.445,1.9959999999999998,7.3015833,0.30275,6.813083,6.761417,7.0653334
1615,2003,Kazakhstan,15100000.0,9097000000.0,56190000.0,10210000.0,44.479000000000006,27.362,8.553,8.565,6.131417,0.32075,7.3015833,6.813083,6.2489166
1691,2004,Kazakhstan,15250000.0,13670000000.0,62150000.0,10800000.0,30.404,19.14,5.977,5.288,7.393,0.27841666,6.131417,7.3015833,6.9755
1767,2005,Kazakhstan,15400000.0,11130000000.0,63770000.0,11700000.0,25.914,3.419,20.068,2.426,6.998833,0.23566666,7.393,6.131417,6.761417
1843,2006,Kazakhstan,15550000.0,10670000000.0,68640000.0,12210000.0,30.471999999999998,16.893,4.986,8.593,6.8698335,0.25941667,6.998833,7.393,6.813083
1919,2007,Kazakhstan,15700000.0,20330000000.0,72750000.0,13220000.0,62.669999999999995,32.58,18.456,11.634,7.1551666,0.2575,6.8698335,6.998833,7.3015833
1995,2008,Kazakhstan,15860000.0,22460000000.0,84830000.0,15150000.0,36.067,30.806,-0.618,5.878,7.028917,0.24758333,7.1551666,6.8698335,6.131417
2071,2009,Kazakhstan,16040000.0,13310000000.0,76180000.0,11690000.0,-61.168,-33.158,-4.41,-23.601,6.3820834,0.24641667,7.028917,7.1551666,7.393
2147,2010,Kazakhstan,16250000.0,11640000000.0,82440000.0,13610000.0,43.367,28.463000000000005,8.846,6.058,6.71,0.25875,6.3820834,7.028917,6.998833
2223,2011,Kazakhstan,16490000.0,13000000000.0,88650000.0,15720000.0,65.207,34.384,11.374,19.448,5.69625,0.29466668,6.71,6.3820834,6.8698335
2299,2012,Kazakhstan,16750000.0,12390000000.0,89970000.0,14270000.0,26.326000000000004,17.625,7.910999999999999,0.79,6.0754166,0.44866666,5.69625,6.71,7.1551666
2375,2013,Kazakhstan,17030000.0,13530000000.0,89310000.0,14560000.0,8.867,-4.385,6.094,7.157,8.93725,0.43625,6.0754166,5.69625,7.028917
782,1992,Latvia,2620000.0,1600000000.0,251200.0,3134000.0,-20.415,-0.8690000000000001,-10.6,-8.947,6.9200835,0.25666666,,,
857,1993,Latvia,2583000.0,800000000.0,278800.0,3020000.0,-8.929,-0.547,-5.29,-3.092,5.639917,0.22433333,6.9200835,,
933,1994,Latvia,2544000.0,700100000.0,259600.0,2901000.0,-2.801,-1.439,0.0,-1.362,5.9385,0.23491667,5.639917,6.9200835,
1009,1995,Latvia,2508000.0,1100000000.0,234000.0,2287000.0,-1.9669999999999999,-1.261,1.76,-2.466,6.5663333,0.18725,5.9385,5.639917,
